ds,yhat,yhat_lower,yhat_upper
2025-01-27,1.749074606802322,0.4756229393069093,3.1316640619292797
2025-01-28,1.6016979481232871,0.24013925650135617,2.8679541518994975
2025-02-06,1.955676603010592,0.6948879699465863,3.2278169886650003
2025-02-12,1.3468354225254315,0.1529463699686777,2.5703633715071454
2025-02-13,1.9628917510100476,0.77104759013047,3.278407398419828
2025-03-05,1.3684808670227415,0.09850854335464429,2.6431343519754718
2025-03-07,1.735523569165416,0.5631156165290383,2.9438870888755075
2025-03-10,1.792365495420993,0.5306691852694534,3.0541204355618996
2025-03-14,1.7427387169768878,0.4674534142963063,2.9593843867365
2025-04-14,1.8284412331191922,0.4702974327873052,3.0648179861542495
2025-04-23,1.4189869002540103,0.31833474351577384,2.7476954652655845
2025-04-30,1.4262020477935473,0.14856186456284656,2.6910073960174925
2025-05-02,1.7932447497553472,0.6380148057263018,2.9410543443147
2025-05-05,1.8500866757398087,0.5476988700790615,3.119940768563708
2025-05-06,1.7027100169962226,0.4098879461385366,2.999506263335335
2025-05-07,1.433417195333881,0.12943071838526793,2.7118868745291023
2025-05-08,2.049473523751579,0.7725018834335978,3.398518176242042
2025-05-20,1.7171403120770634,0.4147024112460622,2.9738047538500894
2025-05-21,1.4478474904141498,0.2423808027658811,2.7016504008265585
2025-06-05,2.0783341139118567,0.9156223350418039,3.380823748401912
2025-06-10,1.7387857546956886,0.5190799563910634,2.9089273771488635
2025-06-17,1.7460009022347323,0.36341885103152116,2.993846570158537
2025-06-30,1.9078078560580058,0.6769048424939313,3.188325451078356
2025-07-01,1.7604311973148266,0.6282566592071688,3.0204700614273823
2025-07-02,1.4911383756531875,0.24849299012218568,2.7299780102255347
2025-07-03,2.1071947040708974,0.8550477873504367,3.3948124136876072
2025-07-04,1.8581810776144219,0.6054052025676065,3.1532224292516107
2025-07-09,1.4983535231935208,0.27059623916263953,2.83161575676549
2025-07-15,1.774861492394408,0.4860696884475671,3.018178682507411
2025-07-17,2.1216249991498417,0.912594168325418,3.3464517079655924
2025-07-18,1.8726113726939209,0.5425742615571961,3.1392427683633843
2025-07-19,1.7809796561725653,0.5706364686073591,3.02676277096526
2025-07-20,1.7820099317741345,0.554143103018977,3.0204585819768552
2025-07-21,1.9294532986776747,0.6992545140594353,3.205985830949459
2025-07-22,1.7820766399341985,0.525498287788109,3.016235332442936
2025-07-23,1.5127838182728173,0.27479456533298063,2.7729714618346906
2025-07-24,2.1288401466899334,0.8808100350279249,3.358625194253995
