ds,yhat,yhat_lower,yhat_upper
2025-06-17,0.7262359569320584,0.3429936175032152,1.1719237621091714
2025-06-30,0.9999548589352673,0.6046614657473448,1.3980618062952785
2025-07-01,1.666732957234554,1.2712500911753073,2.075028068595206
2025-07-02,0.7649110149761177,0.361324562490112,1.151923485030346
2025-07-03,0.9999259315347342,0.5995331870911769,1.383930150036697
2025-07-04,0.9999164269056664,0.5845996707967873,1.3823327818972628
2025-07-09,1.2351613253375198,0.8319868510972002,1.6334528111383457
2025-07-15,2.6072335774721083,2.217023949863655,3.025229732663408
2025-07-16,1.7054116355124684,1.3246815299964292,2.1077590997657465
2025-07-17,1.940426552017475,1.5423835362003022,2.3160032295930315
2025-07-18,1.9404170472572535,1.5292019410308761,2.324951638728348
2025-07-19,2.1059797595441982,1.7326737001369328,2.494653481089495
2025-07-20,2.1731584714459706,1.7623355287238507,2.5910315850061427
2025-07-21,2.4107055310554353,2.0271732272123546,2.8057997516416155
2025-07-22,3.07748388764735,2.666499836535341,3.4835874020374265
